date,weekday,is_festival,guests,sales,assigned_staff,total_staff_level,staff_count
2003-09-23,Tuesday,False,193,164629,"['Paul', 'Frank', 'Liam', 'Charlie', 'Tyler', 'Bob']",19,6
2003-09-24,Wednesday,False,149,189528,"['Uma', 'Alice', 'Quinn', 'Charlie']",14,4
2003-09-25,Thursday,False,244,172752,"['Quinn', 'Liam', 'Riley', 'Bob', 'David', 'Paul', 'Kevin']",24,7
2003-09-26,Friday,False,211,146012,"['Grace', 'Mia', 'Tyler', 'Charlie', 'Alice', 'Frank', 'Sophia']",21,7
2003-09-27,Saturday,False,157,157314,"['Alice', 'Eve', 'Quinn', 'Noah', 'Riley']",15,5
2003-09-28,Sunday,False,376,556480,"['Sophia', 'Olivia', 'Bob', 'Jack', 'Frank', 'Grace', 'Alice', 'Uma', 'Paul', 'Noah', 'Kevin', 'Charlie', 'Hannah']",37,13
2003-09-29,Monday,False,185,192215,"['Jack', 'Paul', 'Sophia', 'Liam', 'Charlie', 'Riley']",18,6
2003-09-30,Tuesday,False,183,341844,"['Alice', 'Noah', 'Liam', 'Paul', 'Sophia', 'Hannah']",18,6
2003-10-01,Wednesday,False,121,177023,"['Ivy', 'Paul', 'Frank', 'Alice']",12,4
2003-10-02,Thursday,False,234,358020,"['Sophia', 'Noah', 'Liam', 'Frank', 'Ivy', 'Charlie', 'Jack', 'Bob']",23,8
2003-10-03,Friday,False,142,172388,"['Sophia', 'Kevin', 'Jack', 'Alice', 'Riley', 'Frank']",13,6
2003-10-04,Saturday,False,171,151335,"['Bob', 'Alice', 'Sophia', 'Ivy', 'David', 'Riley']",17,6
2003-10-05,Sunday,False,101,108676,"['Ivy', 'Grace', 'Jack']",10,3
2003-10-06,Monday,False,202,330674,"['Riley', 'Kevin', 'Ivy', 'Frank', 'Eve', 'Noah', 'Alice']",20,7
2003-10-07,Tuesday,False,114,174078,"['Uma', 'Tyler', 'Frank']",11,3
2003-10-08,Wednesday,False,140,178360,"['Paul', 'Charlie', 'Quinn', 'Noah']",14,4
2003-10-09,Thursday,False,198,141768,"['Grace', 'Mia', 'Uma', 'Charlie', 'Frank', 'Alice']",19,6
2003-10-10,Friday,False,235,270955,"['Kevin', 'David', 'Hannah', 'Bob', 'Eve', 'Noah', 'Sophia']",23,7
2003-10-11,Saturday,False,254,500888,"['Mia', 'Frank', 'Eve', 'Riley', 'Liam', 'Grace', 'Sophia', 'Alice']",25,8
2003-10-12,Sunday,False,328,316848,"['Ivy', 'Paul', 'Riley', 'Liam', 'Noah', 'Grace', 'Quinn', 'Alice', 'Frank', 'Sophia']",31,10
2003-10-13,Monday,False,121,77682,"['David', 'Olivia', 'Charlie', 'Frank']",12,4
2003-10-14,Tuesday,False,141,92214,"['Noah', 'Eve', 'Quinn', 'Riley']",14,4
2003-10-15,Wednesday,False,100,113800,"['Uma', 'David', 'Alice']",10,3
2003-10-16,Thursday,False,147,280182,"['Alice', 'David', 'Mia', 'Olivia']",13,4
2003-10-17,Friday,False,140,147000,"['Mia', 'Charlie', 'Hannah', 'Noah']",14,4
2003-10-18,Saturday,False,174,343128,"['Liam', 'Kevin', 'Alice', 'Noah', 'Frank', 'Riley', 'Sophia']",17,7
2003-10-19,Sunday,False,119,107219,"['Paul', 'Alice', 'Tyler', 'Noah']",11,4
2003-10-20,Monday,False,95,62605,"['Sophia', 'Alice', 'Frank', 'Bob']",8,4
2003-10-21,Tuesday,False,141,281436,"['Ivy', 'Hannah', 'Olivia', 'Riley']",14,4
2003-10-22,Wednesday,False,142,219816,"['Uma', 'Riley', 'Bob', 'Kevin', 'Noah']",14,5
2003-10-23,Thursday,False,140,126280,"['Frank', 'Jack', 'Eve', 'Grace', 'Bob']",14,5
2003-10-24,Friday,False,122,243878,"['Quinn', 'Ivy', 'Riley']",12,3
2003-10-25,Saturday,False,261,385236,"['Olivia', 'Paul', 'Sophia', 'Grace', 'Noah', 'Alice', 'Quinn', 'David']",25,8
2003-10-26,Sunday,False,213,360609,"['Hannah', 'Alice', 'Riley', 'Jack', 'Frank', 'Sophia', 'Tyler', 'Charlie']",21,8
2003-10-27,Monday,False,179,117066,"['Frank', 'Jack', 'Eve', 'David', 'Paul']",17,5
2003-10-28,Tuesday,False,237,396738,"['Tyler', 'Ivy', 'Kevin', 'Sophia', 'Liam', 'Riley', 'Alice']",22,7
2003-10-29,Wednesday,False,161,152306,"['Hannah', 'Paul', 'Mia', 'Riley', 'Alice']",16,5
2003-10-30,Thursday,False,90,140940,"['Paul', 'Frank', 'Alice', 'Bob']",9,4
2003-10-31,Friday,False,125,239500,"['Sophia', 'Quinn', 'Riley', 'Noah']",12,4
2003-11-01,Saturday,False,343,612255,"['Uma', 'Frank', 'Tyler', 'Charlie', 'Riley', 'Eve', 'Hannah', 'Paul', 'Sophia', 'Alice']",33,10
2003-11-02,Sunday,False,378,534870,"['Olivia', 'Sophia', 'Mia', 'Bob', 'Charlie', 'Paul', 'Quinn', 'Grace', 'Ivy', 'Liam']",37,10
2003-11-03,Monday,False,111,190587,"['Sophia', 'Uma', 'Kevin']",11,3
2003-11-04,Tuesday,False,108,211572,"['Ivy', 'Frank', 'Kevin']",10,3
2003-11-05,Wednesday,False,227,436067,"['Hannah', 'Noah', 'David', 'Sophia', 'Alice', 'Frank', 'Grace', 'Bob']",21,8
2003-11-06,Thursday,False,118,195408,"['Alice', 'Sophia', 'Frank', 'Quinn']",11,4
2003-11-07,Friday,False,207,174501,"['Alice', 'Quinn', 'Kevin', 'Bob', 'Olivia', 'Uma']",19,6
2003-11-08,Saturday,False,205,234520,"['Eve', 'Hannah', 'Alice', 'Paul', 'Ivy']",19,5
2003-11-09,Sunday,False,280,507360,"['Uma', 'Kevin', 'Noah', 'Eve', 'Quinn', 'Hannah', 'Frank', 'Alice']",27,8
2003-11-10,Monday,False,185,339475,"['Bob', 'Alice', 'Paul', 'Sophia', 'Ivy', 'Noah']",17,6
2003-11-11,Tuesday,False,128,244608,"['Liam', 'Hannah', 'David']",12,3
2003-11-12,Wednesday,False,99,101574,"['Paul', 'Tyler', 'Alice']",9,3
2003-11-13,Thursday,False,245,372155,"['Noah', 'Mia', 'Kevin', 'Eve', 'Quinn', 'Grace', 'Alice']",24,7
2003-11-14,Friday,False,154,272118,"['Tyler', 'Uma', 'Kevin', 'Frank', 'Alice']",15,5
2003-11-15,Saturday,False,171,200412,"['Quinn', 'Tyler', 'Charlie', 'Noah', 'Olivia']",17,5
2003-11-16,Sunday,False,265,431155,"['Uma', 'Grace', 'Frank', 'Jack', 'Sophia', 'Alice', 'Bob', 'Quinn', 'Riley']",25,9
2003-11-17,Monday,False,210,385350,"['Hannah', 'Bob', 'Liam', 'Tyler', 'Paul', 'Alice', 'Riley']",21,7
2003-11-18,Tuesday,False,195,236535,"['Alice', 'Ivy', 'Jack', 'David', 'Grace', 'Hannah']",19,6
2003-11-19,Wednesday,False,203,151032,"['Riley', 'Alice', 'Ivy', 'Sophia', 'Frank', 'Kevin', 'Jack', 'Bob']",20,8
2003-11-20,Thursday,False,115,125810,"['Noah', 'Hannah', 'Quinn']",11,3
2003-11-21,Friday,False,247,330980,"['Alice', 'Quinn', 'Riley', 'Jack', 'Grace', 'Ivy', 'Tyler', 'Bob']",24,8
2003-11-22,Saturday,False,348,478152,"['Bob', 'Hannah', 'Frank', 'Grace', 'Paul', 'Tyler', 'Sophia', 'Mia', 'David', 'Charlie']",34,10
2003-11-23,Sunday,False,397,477988,"['Uma', 'Hannah', 'Alice', 'Quinn', 'Sophia', 'Eve', 'Noah', 'Riley', 'Bob', 'Grace', 'Olivia', 'David']",39,12
2003-11-24,Monday,False,188,226164,"['Charlie', 'Liam', 'Grace', 'Hannah', 'Sophia', 'Alice']",18,6
2003-11-25,Tuesday,False,117,157950,"['Eve', 'Uma', 'Alice']",11,3
2003-11-26,Wednesday,False,87,65685,"['Alice', 'Mia', 'Jack']",8,3
2003-11-27,Thursday,False,228,234840,"['Uma', 'Hannah', 'Olivia', 'Charlie', 'Quinn', 'Frank']",22,6
2003-11-28,Friday,False,238,336770,"['Jack', 'Hannah', 'Alice', 'Mia', 'Ivy', 'Uma']",22,6
2003-11-29,Saturday,False,365,357335,"['Frank', 'Bob', 'Charlie', 'Ivy', 'Mia', 'Eve', 'Riley', 'Hannah', 'Paul', 'Noah', 'Alice']",35,11
2003-11-30,Sunday,False,208,183872,"['Liam', 'Kevin', 'Quinn', 'Ivy', 'Jack', 'Alice']",20,6
2003-12-01,Monday,True,350,341250,"['Bob', 'Quinn', 'Kevin', 'Eve', 'Charlie', 'Mia', 'Riley', 'Jack', 'Hannah', 'Grace', 'Alice']",35,11
2003-12-02,Tuesday,False,144,219888,"['Frank', 'Kevin', 'David', 'Ivy']",14,4
2003-12-03,Wednesday,False,146,273750,"['Ivy', 'David', 'Riley', 'Charlie']",14,4
2003-12-04,Thursday,False,237,470682,"['Jack', 'Tyler', 'Bob', 'Kevin', 'Sophia', 'Olivia', 'Eve', 'Alice']",23,8
2003-12-05,Friday,False,130,158340,"['Riley', 'Ivy', 'Hannah', 'Jack']",13,4
2003-12-06,Saturday,False,333,346986,"['Riley', 'Bob', 'Quinn', 'Paul', 'Tyler', 'Ivy', 'Grace', 'Frank', 'Olivia', 'Noah', 'Alice']",33,11
2003-12-07,Sunday,False,311,332148,"['Ivy', 'Uma', 'Kevin', 'David', 'Frank', 'Eve', 'Olivia', 'Liam']",31,8
2003-12-08,Monday,False,146,272436,"['Olivia', 'Charlie', 'Jack', 'Tyler', 'Frank']",14,5
2003-12-09,Tuesday,False,230,219880,"['Kevin', 'Eve', 'Grace', 'Liam', 'Hannah', 'Jack', 'Alice']",22,7
2003-12-10,Wednesday,False,186,314526,"['Tyler', 'David', 'Riley', 'Jack', 'Uma', 'Alice']",18,6
2003-12-11,Thursday,False,197,299440,"['Olivia', 'Jack', 'Frank', 'Sophia', 'Liam', 'Bob', 'Grace']",19,7
2003-12-12,Friday,False,166,191730,"['Eve', 'Frank', 'Noah', 'Liam', 'Riley', 'Alice']",16,6
2003-12-13,Saturday,False,160,274080,"['Uma', 'Liam', 'Riley', 'Hannah', 'Alice']",16,5
2003-12-14,Sunday,False,218,185954,"['Mia', 'Eve', 'Ivy', 'Sophia', 'Noah', 'Alice']",21,6
2003-12-15,Monday,False,149,182525,"['Tyler', 'Ivy', 'Jack', 'Sophia']",14,4
2003-12-16,Tuesday,False,106,75154,"['Eve', 'Sophia', 'Frank']",10,3
2003-12-17,Wednesday,False,120,134880,"['Olivia', 'Mia', 'Sophia', 'Alice']",12,4
2003-12-18,Thursday,False,194,286926,"['Frank', 'Liam', 'Eve', 'Riley', 'Sophia', 'Grace']",19,6
2003-12-19,Friday,False,218,314574,"['Eve', 'Alice', 'Bob', 'Charlie', 'Hannah', 'Ivy']",20,6
2003-12-20,Saturday,False,172,152908,"['Uma', 'Grace', 'Hannah', 'Quinn']",17,4
2003-12-21,Sunday,False,269,438201,"['Charlie', 'Frank', 'Paul', 'Sophia', 'Eve', 'Grace', 'Ivy', 'Alice']",26,8
2003-12-22,Monday,False,179,179537,"['Charlie', 'Tyler', 'Paul', 'Alice', 'Frank', 'Grace']",17,6
2003-12-23,Tuesday,False,152,299744,"['Charlie', 'Hannah', 'David', 'Jack', 'Riley']",15,5
2003-12-24,Wednesday,False,97,67706,"['Sophia', 'Olivia', 'Noah', 'Alice']",9,4
2003-12-25,Thursday,False,129,83721,"['Uma', 'Frank', 'Liam', 'Alice']",12,4
2003-12-26,Friday,False,214,142738,"['Ivy', 'Paul', 'Kevin', 'Olivia', 'Eve', 'Alice']",21,6
2003-12-27,Saturday,False,110,169620,"['Eve', 'Kevin', 'Charlie']",11,3
2003-12-28,Sunday,False,380,697300,"['Sophia', 'Quinn', 'Bob', 'Frank', 'Olivia', 'Mia', 'Grace', 'Ivy', 'Paul', 'Tyler', 'Jack']",38,11
2003-12-29,Monday,False,159,252651,"['Mia', 'Ivy', 'Riley', 'Olivia']",15,4
2003-12-30,Tuesday,False,214,407028,"['Hannah', 'Noah', 'Eve', 'Jack', 'Paul', 'Grace', 'Alice']",21,7
2003-12-31,Wednesday,False,128,209792,"['Eve', 'Mia', 'Jack']",12,3
2004-01-01,Thursday,False,103,89404,"['Liam', 'Bob', 'Riley', 'Frank']",10,4
2004-01-02,Friday,False,240,280080,"['Hannah', 'Riley', 'Quinn', 'Alice', 'Noah', 'Liam', 'Bob', 'Jack', 'Frank']",24,9
2004-01-03,Saturday,False,393,361167,"['Noah', 'Frank', 'Jack', 'Grace', 'Sophia', 'Mia', 'Quinn', 'Kevin', 'Hannah', 'Olivia', 'Uma', 'Alice']",38,12
2004-01-04,Sunday,False,234,415818,"['Hannah', 'Bob', 'Tyler', 'Uma', 'Quinn', 'Jack', 'Alice']",23,7
2004-01-05,Monday,False,239,374991,"['Ivy', 'Charlie', 'Grace', 'Olivia', 'Hannah', 'Alice', 'David']",23,7
2004-01-06,Tuesday,False,223,414334,"['Paul', 'Ivy', 'Kevin', 'Noah', 'Alice', 'Riley', 'Eve']",22,7
2004-01-07,Wednesday,False,113,74354,"['Kevin', 'David', 'Sophia', 'Alice']",11,4
2004-01-08,Thursday,False,82,95202,"['Noah', 'Frank', 'Kevin', 'Alice']",8,4
2004-01-09,Friday,False,214,254874,"['Eve', 'Kevin', 'Uma', 'Charlie', 'Jack', 'Riley', 'Alice']",21,7
2004-01-10,Saturday,False,154,176022,"['Liam', 'Mia', 'David', 'Frank']",15,4
2004-01-11,Sunday,False,196,205996,"['Tyler', 'Quinn', 'Noah', 'Kevin', 'Paul', 'Alice']",19,6
2004-01-12,Monday,False,167,261522,"['Alice', 'Tyler', 'Jack', 'Olivia', 'Riley', 'David']",16,6
2004-01-13,Tuesday,False,166,217958,"['David', 'Ivy', 'Uma', 'Frank']",16,4
2004-01-14,Wednesday,False,238,192542,"['Grace', 'Riley', 'Hannah', 'Paul', 'Jack', 'Liam', 'Olivia', 'Alice']",23,8
2004-01-15,Thursday,False,122,233020,"['Charlie', 'Liam', 'Grace', 'Alice']",11,4
2004-01-16,Friday,False,239,322650,"['Jack', 'Ivy', 'Frank', 'Charlie', 'Eve', 'Olivia', 'Alice', 'Noah']",23,8
2004-01-17,Saturday,False,352,521664,"['Jack', 'Eve', 'Sophia', 'Kevin', 'Frank', 'Olivia', 'Alice', 'Mia', 'Paul', 'Tyler', 'Bob']",34,11
2004-01-18,Sunday,False,399,752514,"['Riley', 'Bob', 'Jack', 'Grace', 'Liam', 'Uma', 'Quinn', 'Tyler', 'Sophia', 'Olivia', 'Eve', 'Alice']",39,12
2004-01-19,Monday,False,105,172725,"['Uma', 'Tyler', 'Alice']",10,3
2004-01-20,Tuesday,False,131,169252,"['David', 'Quinn', 'Liam']",13,3
2004-01-21,Wednesday,False,146,275648,"['Olivia', 'Sophia', 'Mia', 'Noah', 'Alice']",14,5
2004-01-22,Thursday,False,159,151527,"['Quinn', 'Grace', 'Charlie', 'Tyler']",15,4
2004-01-23,Friday,False,159,246768,"['Mia', 'Alice', 'Quinn', 'Charlie']",14,4
2004-01-24,Saturday,False,137,271534,"['Quinn', 'Uma', 'Sophia']",13,3
2004-01-25,Sunday,False,163,111329,"['Alice', 'Olivia', 'Noah', 'Bob', 'Jack', 'Charlie', 'Frank']",15,7
2004-01-26,Monday,False,176,166496,"['Uma', 'Grace', 'Hannah', 'Alice', 'Liam']",17,5
2004-01-27,Tuesday,False,239,295165,"['Alice', 'Riley', 'Jack', 'Grace', 'Quinn', 'Uma', 'Ivy']",23,7
2004-01-28,Wednesday,False,109,173419,"['Ivy', 'Sophia', 'Riley']",10,3
2004-01-29,Thursday,False,169,133172,"['Eve', 'Frank', 'Quinn', 'Grace', 'Alice']",16,5
2004-01-30,Friday,False,142,87898,"['Paul', 'Eve', 'Uma']",14,3
2004-01-31,Saturday,False,117,217620,"['Charlie', 'Olivia', 'Mia']",11,3
2004-02-01,Sunday,False,264,173976,"['Sophia', 'Alice', 'Kevin', 'Mia', 'David', 'Quinn', 'Uma']",26,7
2004-02-02,Monday,False,124,226796,"['Noah', 'Grace', 'Hannah', 'Sophia']",12,4
2004-02-03,Tuesday,False,222,354534,"['Jack', 'Grace', 'Hannah', 'Mia', 'Liam', 'David']",22,6
2004-02-04,Wednesday,False,128,173952,"['Quinn', 'Ivy', 'Jack']",12,3
2004-02-05,Thursday,False,234,289926,"['Bob', 'Tyler', 'Noah', 'Uma', 'Mia', 'Alice', 'Riley', 'Jack']",23,8
2004-02-06,Friday,False,195,197535,"['Uma', 'Kevin', 'Grace', 'Sophia', 'Bob', 'Noah', 'Alice']",19,7
2004-02-07,Saturday,False,164,273224,"['Riley', 'Tyler', 'Eve', 'Paul', 'Alice']",16,5
2004-02-08,Sunday,False,386,254760,"['Grace', 'Olivia', 'Bob', 'Noah', 'Charlie', 'Hannah', 'Riley', 'Kevin', 'Jack', 'Ivy', 'David', 'Sophia', 'Frank']",38,13
2004-02-09,Monday,False,84,109032,"['David', 'Frank', 'Alice']",7,3
2004-02-10,Tuesday,False,173,343059,"['Liam', 'Charlie', 'Jack', 'Uma', 'Sophia']",17,5
2004-02-11,Wednesday,False,168,288960,"['David', 'Frank', 'Sophia', 'Paul', 'Charlie']",16,5
2004-02-12,Thursday,False,232,173768,"['Paul', 'Frank', 'Alice', 'Ivy', 'Liam', 'Grace', 'Jack', 'Noah']",23,8
2004-02-13,Friday,False,199,398000,"['Paul', 'Ivy', 'Sophia', 'Uma', 'Alice']",18,5
2004-02-14,Saturday,False,273,230412,"['Bob', 'Charlie', 'Paul', 'Alice', 'David', 'Noah', 'Mia', 'Sophia', 'Grace']",27,9
2004-02-15,Sunday,False,180,299880,"['Mia', 'Paul', 'Eve', 'Hannah']",18,4
2004-02-16,Monday,False,163,100408,"['Kevin', 'Hannah', 'Tyler', 'Bob', 'Olivia']",16,5
2004-02-17,Tuesday,False,203,295974,"['Bob', 'Frank', 'Hannah', 'Paul', 'Riley', 'David', 'Alice']",19,7
2004-02-18,Wednesday,False,103,86005,"['Alice', 'Hannah', 'Noah', 'Bob']",9,4
2004-02-19,Thursday,False,106,152216,"['Kevin', 'Eve', 'Riley']",10,3
2004-02-20,Friday,False,84,86436,"['Paul', 'Riley', 'Frank']",8,3
2004-02-21,Saturday,False,101,148369,"['Grace', 'Mia', 'Bob']",10,3
2004-02-22,Sunday,False,292,541076,"['Sophia', 'Alice', 'Grace', 'Mia', 'Quinn', 'Kevin', 'Bob', 'Jack', 'David']",28,9
2004-02-23,Monday,False,168,242088,"['Tyler', 'Grace', 'Noah', 'Olivia', 'Paul']",16,5
2004-02-24,Tuesday,False,81,159165,"['Paul', 'Frank', 'Noah']",8,3
2004-02-25,Wednesday,False,82,139646,"['Riley', 'Olivia', 'Kevin']",8,3
2004-02-26,Thursday,True,348,328164,"['David', 'Charlie', 'Eve', 'Kevin', 'Noah', 'Paul', 'Jack', 'Uma', 'Alice', 'Grace', 'Frank']",34,11
2004-02-27,Friday,False,132,129888,"['Olivia', 'Noah', 'Sophia', 'Paul', 'Alice']",13,5
2004-02-28,Saturday,False,155,255130,"['Uma', 'Tyler', 'David', 'Riley']",15,4
2004-02-29,Sunday,False,349,629945,"['Liam', 'Tyler', 'Sophia', 'Frank', 'Uma', 'Hannah', 'Ivy', 'Riley', 'Jack', 'Olivia']",34,10
2004-03-01,Monday,False,135,181980,"['Uma', 'Mia', 'Riley', 'Alice']",13,4
2004-03-02,Tuesday,False,199,143479,"['David', 'Paul', 'Mia', 'Frank', 'Noah', 'Alice']",18,6
2004-03-03,Wednesday,False,244,364536,"['Liam', 'Sophia', 'Kevin', 'Quinn', 'Olivia', 'Eve', 'Alice']",24,7
2004-03-04,Thursday,False,147,173019,"['Mia', 'Quinn', 'David']",14,3
2004-03-05,Friday,False,207,300357,"['Tyler', 'Ivy', 'Mia', 'Frank', 'Noah', 'Alice']",19,6
2004-03-06,Saturday,False,238,433160,"['Hannah', 'Riley', 'Tyler', 'Frank', 'Paul', 'Mia', 'Bob']",23,7
2004-03-07,Sunday,False,132,195624,"['Tyler', 'Paul', 'Olivia', 'Jack']",13,4
2004-03-08,Monday,False,205,196185,"['Quinn', 'Bob', 'David', 'Charlie', 'Eve', 'Alice']",20,6
2004-03-09,Tuesday,False,213,144414,"['Jack', 'Alice', 'Ivy', 'Quinn', 'Riley', 'Liam', 'Frank']",21,7
2004-03-10,Wednesday,False,91,98826,"['Grace', 'Frank', 'David']",9,3
2004-03-11,Thursday,False,105,164745,"['Riley', 'Quinn', 'Olivia']",10,3
2004-03-12,Friday,False,111,110112,"['Paul', 'Kevin', 'Liam']",11,3
2004-03-13,Saturday,False,110,88990,"['Paul', 'Ivy', 'Riley']",11,3
2004-03-14,Sunday,False,283,199798,"['Hannah', 'Sophia', 'Tyler', 'Frank', 'Jack', 'Mia', 'Eve', 'Alice', 'Bob']",28,9
2004-03-15,Monday,False,92,145820,"['Frank', 'Noah', 'Grace', 'Jack']",9,4
2004-03-16,Tuesday,False,136,209984,"['David', 'Uma', 'Sophia', 'Alice']",13,4
2004-03-17,Wednesday,False,166,317226,"['Tyler', 'Sophia', 'Uma', 'Kevin', 'Alice']",16,5
2004-03-18,Thursday,False,181,259735,"['Eve', 'Paul', 'Sophia', 'Mia', 'Alice']",18,5
2004-03-19,Friday,False,87,116406,"['Bob', 'Grace', 'Alice', 'Jack']",8,4
2004-03-20,Saturday,False,221,422331,"['Uma', 'Quinn', 'Grace', 'Alice', 'Eve', 'Charlie']",22,6
2004-03-21,Sunday,False,367,664637,"['Tyler', 'Liam', 'Grace', 'Charlie', 'Noah', 'David', 'Alice', 'Sophia', 'Riley', 'Jack', 'Hannah', 'Kevin']",35,12
2004-03-22,Monday,False,249,472851,"['Uma', 'Ivy', 'Paul', 'Noah', 'David', 'Olivia', 'Alice']",24,7
2004-03-23,Tuesday,False,125,167875,"['Eve', 'Alice', 'Frank', 'Jack', 'Bob']",12,5
2004-03-24,Wednesday,False,194,387612,"['Bob', 'Quinn', 'Tyler', 'Eve', 'Olivia']",19,5
2004-03-25,Thursday,False,111,100011,"['Ivy', 'Kevin', 'Riley', 'Alice']",11,4
2004-03-26,Friday,False,106,210728,"['David', 'Grace', 'Noah', 'Alice']",10,4
2004-03-27,Saturday,False,341,439208,"['Riley', 'Kevin', 'Noah', 'Grace', 'Tyler', 'Ivy', 'Alice', 'Bob', 'Paul', 'David', 'Liam']",34,11
2004-03-28,Sunday,False,147,290472,"['Kevin', 'Ivy', 'Mia', 'Alice']",14,4
2004-03-29,Monday,False,137,172620,"['Paul', 'Uma', 'Bob', 'Riley']",13,4
2004-03-30,Tuesday,False,124,193936,"['Jack', 'Sophia', 'Noah', 'Liam', 'Alice']",12,5
2004-03-31,Wednesday,False,145,169940,"['Paul', 'Bob', 'Sophia', 'Grace', 'Noah']",14,5
2004-04-01,Thursday,False,147,277389,"['Liam', 'Grace', 'Uma', 'Alice']",13,4
2004-04-02,Friday,False,247,323076,"['Riley', 'Sophia', 'Frank', 'Alice', 'Bob', 'Quinn', 'Olivia', 'Hannah', 'Jack']",24,9
2004-04-03,Saturday,False,339,608844,"['Eve', 'Charlie', 'Olivia', 'Jack', 'Grace', 'Hannah', 'Quinn', 'David', 'Liam']",33,9
2004-04-04,Sunday,False,125,75625,"['Quinn', 'Sophia', 'Alice', 'Riley']",11,4
2004-04-05,Monday,False,143,267124,"['Kevin', 'Mia', 'Charlie', 'Bob', 'Alice']",14,5
2004-04-06,Tuesday,False,156,286104,"['Noah', 'Olivia', 'David', 'Alice', 'Liam']",14,5
2004-04-07,Wednesday,False,132,100848,"['Olivia', 'Mia', 'Bob', 'Jack', 'Alice']",13,5
2004-04-08,Thursday,False,213,417054,"['Bob', 'Noah', 'Grace', 'Jack', 'Kevin', 'Hannah', 'Alice', 'David']",21,8
2004-04-09,Friday,False,117,201240,"['Olivia', 'Bob', 'Ivy', 'Alice']",11,4
2004-04-10,Saturday,False,188,206612,"['Hannah', 'Riley', 'Sophia', 'Olivia', 'Mia', 'Alice']",18,6
2004-04-11,Sunday,False,216,323568,"['Bob', 'Noah', 'Liam', 'Kevin', 'David', 'Grace', 'Sophia']",21,7
2004-04-12,Monday,False,210,188370,"['Sophia', 'David', 'Charlie', 'Olivia', 'Tyler', 'Bob', 'Jack']",21,7
2004-04-13,Tuesday,False,129,142674,"['Ivy', 'Frank', 'David', 'Alice']",12,4
2004-04-14,Wednesday,False,211,246026,"['Frank', 'Eve', 'Paul', 'Charlie', 'Mia', 'Bob']",21,6
2004-04-15,Thursday,False,182,210392,"['Mia', 'Sophia', 'Liam', 'Hannah', 'Noah']",18,5
2004-04-16,Friday,False,224,176736,"['Kevin', 'David', 'Quinn', 'Liam', 'Alice', 'Bob', 'Jack']",21,7
2004-04-17,Saturday,False,399,756903,"['Liam', 'Kevin', 'David', 'Hannah', 'Mia', 'Olivia', 'Jack', 'Frank', 'Riley', 'Tyler', 'Sophia', 'Bob', 'Alice']",39,13
2004-04-18,Sunday,False,397,648301,"['David', 'Charlie', 'Liam', 'Eve', 'Kevin', 'Riley', 'Noah', 'Mia', 'Ivy', 'Frank', 'Hannah']",39,11
2004-04-19,Monday,False,212,205004,"['Olivia', 'Ivy', 'Noah', 'Jack', 'Liam', 'Tyler', 'Alice']",21,7
2004-04-20,Tuesday,False,209,264594,"['David', 'Olivia', 'Quinn', 'Frank', 'Kevin', 'Alice', 'Bob']",20,7
2004-04-21,Wednesday,False,206,233192,"['Liam', 'Grace', 'Tyler', 'Alice', 'Frank', 'Sophia', 'Riley']",19,7
2004-04-22,Thursday,False,247,184262,"['Jack', 'Liam', 'Frank', 'Alice', 'Bob', 'Hannah', 'Ivy', 'Grace']",23,8
2004-04-23,Friday,False,109,133961,"['Eve', 'David', 'Alice']",10,3
2004-04-24,Saturday,False,310,436170,"['Paul', 'Quinn', 'Frank', 'Olivia', 'David', 'Sophia', 'Charlie', 'Tyler', 'Jack', 'Alice']",31,10
2004-04-25,Sunday,False,366,486414,"['David', 'Noah', 'Uma', 'Kevin', 'Ivy', 'Bob', 'Mia', 'Paul', 'Eve', 'Alice']",36,10
2004-04-26,Monday,False,203,205842,"['Noah', 'Uma', 'Quinn', 'Riley', 'Eve', 'Alice']",20,6
2004-04-27,Tuesday,False,190,241490,"['Liam', 'Olivia', 'Hannah', 'Grace', 'Eve']",19,5
2004-04-28,Wednesday,False,103,125145,"['Jack', 'Kevin', 'Paul', 'Alice']",10,4
2004-04-29,Thursday,False,191,121285,"['Jack', 'Mia', 'Sophia', 'Noah', 'Alice', 'Riley', 'Olivia']",18,7
2004-04-30,Friday,False,145,129195,"['Quinn', 'Liam', 'Olivia', 'Jack']",14,4
2004-05-01,Saturday,True,397,681649,"['Grace', 'Sophia', 'Riley', 'Liam', 'Paul', 'Frank', 'Quinn', 'Olivia', 'Tyler', 'Charlie', 'Ivy', 'Alice']",39,12
2004-05-02,Sunday,False,196,188748,"['Tyler', 'Charlie', 'Eve', 'Uma', 'Noah']",19,5
2004-05-03,Monday,False,193,279078,"['Sophia', 'Riley', 'Noah', 'Kevin', 'Uma', 'Alice', 'Bob']",18,7
2004-05-04,Tuesday,False,203,201782,"['Alice', 'Olivia', 'David', 'Paul', 'Liam', 'Hannah']",20,6
2004-05-05,Wednesday,False,87,59682,"['Riley', 'Olivia', 'Bob', 'Alice']",8,4
2004-05-06,Thursday,False,189,266868,"['Mia', 'Hannah', 'Charlie', 'Quinn', 'Alice']",18,5
2004-05-07,Friday,False,150,287100,"['Frank', 'David', 'Quinn', 'Grace', 'Alice']",15,5
2004-05-08,Saturday,False,158,196868,"['Bob', 'Jack', 'Grace', 'Noah', 'Hannah', 'Frank']",15,6
